Review,Sentiment,Cleaned_Review,Sentiment_Label,Review_Length,Word_Count
This is definitely a must have if your state does not allow cell phone usage while driving.,1,this is definitely a must have if your state does not allow cell phone usage while driving,Positive,90,17
I want my money back.,0,i want my money back,Negative,20,5
I love this device.,1,i love this device,Positive,18,4
I am also very happy with the price.,1,i am also very happy with the price,Positive,35,8
I ordered this product first and was unhappy with it immediately.,0,i ordered this product first and was unhappy with it immediately,Negative,64,11
The Ngage is still lacking in earbuds.,0,the ngage is still lacking in earbuds,Negative,37,7
I was able to do voice dialing in the car with no problem.,1,i was able to do voice dialing in the car with no problem,Positive,57,13
"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,i have bars on my cell phone when i am home but you cant not hear anything,Negative,74,17
"good item, low price.",1,good item low price,Positive,19,4
"However-the riingtones are not the best, and neither are the games.",0,howeverthe riingtones are not the best and neither are the games,Negative,64,11
The plug did not work very well.,0,the plug did not work very well,Negative,31,7
AMAZON SUCKS.,0,amazon sucks,Negative,12,2
Rip off---- Over charge shipping.,0,rip off over charge shipping,Negative,28,5
VERY comfortable.,1,very comfortable,Positive,16,2
The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,the battery is working well as a replacement for the original that came with the phone over years ago,Positive,101,19
The reception is excellent!,1,the reception is excellent,Positive,26,4
"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,it fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days,Positive,99,20
"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,very clear quality sound and you dont have to mess with the sound on your ipod since you have the sound buttons on the headset,Positive,126,25
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,long lasting battery you dont have to recharge it as frequentyly as some of the flip phones,Negative,91,17
Obviously there is a problem with the adhesive.,0,obviously there is a problem with the adhesive,Negative,46,8
Very disappointing.,0,very disappointing,Negative,18,2
"It was an inexpensive piece, but I would still have expected better quality.",0,it was an inexpensive piece but i would still have expected better quality,Negative,74,13
It is practically useless and did not add any kind of boost to my reception after I bought it.,0,it is practically useless and did not add any kind of boost to my reception after i bought it,Negative,93,19
Excellent sound quality.,1,excellent sound quality,Positive,23,3
Was not happy.,0,was not happy,Negative,13,3
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,a piece of junk that broke after being on my phone for days,Negative,59,13
New Battery works great in phone.,1,new battery works great in phone,Positive,32,6
Worst customer service.,0,worst customer service,Negative,22,3
"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,ive dropped my phone more times than i can say even on concrete and my phone is still great knock on wood,Positive,105,22
Reception is terrible and full of static.,0,reception is terrible and full of static,Negative,40,7
Good audio quality.,1,good audio quality,Positive,18,3
This little device has transformed my organizational capability and made my life a whole lot easier.,1,this little device has transformed my organizational capability and made my life a whole lot easier,Positive,99,16
"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,i was sitting in my vehicle with the cradle on my belt and the headset lost signal,Negative,82,17
Were JERKS on the phone.,0,were jerks on the phone,Negative,23,5
Works like a charm.. Works as advertised.,1,works like a charm works as advertised,Positive,38,7
"Comfortable, Nice Range, Good Battery Life.",1,comfortable nice range good battery life,Positive,40,6
Their network coverage in Los Angeles is horrible.,0,their network coverage in los angeles is horrible,Negative,49,8
Excellent starter wireless headset.,0,excellent starter wireless headset,Negative,34,4
"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,the loudspeaker option is great the bumpers with the lights is very appealing,Negative,77,13
The only thing that I think could improve is the sound leaks out from the headset.,0,the only thing that i think could improve is the sound leaks out from the headset,Negative,81,16
"First off the reception sucks, I have never had more than 2 bars, ever.",0,first off the reception sucks i have never had more than bars ever,Negative,66,13
The phone gets EXTREMELY HOT!,0,the phone gets extremely hot,Negative,28,5
"The microphone also works well, but (according to people I have called) it applifies everything.",1,the microphone also works well but according to people i have called it applifies everything,Positive,92,15
Nice design and quality.,1,nice design and quality,Positive,23,4
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,also if your phone is dropped this case is not going to save it specially when dropped face down,Negative,96,19
"It is light, easy to use, and has very clear reception and transmission.",1,it is light easy to use and has very clear reception and transmission,Positive,69,13
"bad fit, way too big.",0,bad fit way too big,Negative,19,5
It definitely was not as good as my S11.,1,it definitely was not as good as my s,Positive,37,9
awesome device.,1,awesome device,Positive,14,2
Waste of money.,0,waste of money,Negative,14,3
"I had ordered a motorola data cable, got a very well finished and working product.",1,i had ordered a motorola data cable got a very well finished and working product,Positive,80,15
